comment_text,identity_attack_x,bias,target,category,rationale
So Ugly . Why cant the Japanese make a good looking car?,0.253333333,bias,japanese,race,prejudice against japanese
If Israel had been built on secularism it would have ceased to exist a long time ago and certainly as a Jewish state becoming just another Arab state and we know the disgusting dictatorships that they all are without exception honour killings gay torture and female genital mutilation. Nice.,0.7,bias,arabs,race,prejudice against arabs
No reason to be armed if you are white in Wallmart.  Hispanic on the other can result in death.,0.5,bias,"whites,hispanics",race,prejudice against whites and hispanics
Thats why there are so many participants at black lives matter riots during the middle of the work day.,0.5,bias,blacks,race,prejudice against blacks
Looking forward to your article about how the angry white Democrats are wandering around with no sense of direction.,0.5,bias,"whites,democrats","race,political",prejudice against white democrats
Because white folks dont count.,0.833333333,bias,whites,race,
Oh I know a lot of gays.  In fact several are dead from AIDS.,0.528571429,bias,gays,lgbtq,prejudice against gays
The judge is for muslims because they will provide federal money the state damn the consequences. They the muslims his buddies relocate to Franceor England. I hear they are very well behaved till they reach a certain percentage. Then they want to change the host country back to the hell hole they came from.,0.5,bias,muslims,religion,prejudice against muslims
Racism and hypocrisy at its finest. Its always racist unless they are white.  Its Islamaphobia if we want to stop people who we know want to kill US citizens. But Rooskies are white so go ahead and discriminate and fear them.  Stop rooskiephobia,0.539473684,bias,whites,race,prejudice against whites
You must really enjoy protecting white supremacists. Does your group have a name?,1,bias,whites,race,prejudice against whites
What colour is Mexicos president?  tan?  Good to know other countries have this privilege problem too...or is it more of an underlying racist problem cuz we all know white people are racists.,0.6375,bias,whites,race,prejudice against whitess
The Dems are just the lesser of 2 evils. The GOP elected a bigot and racist president. What has the GOP done for black folks since the 1960s? When ever I forget that Im black some white person always reminds me that Im black.,0.653333333,bias,whites,race,prejudice against whites
your a fKING ahole take a hike and die you commy chinese fk god you losers are another evil in the world,0.285714286,bias,chinese,race,prejudice against chinese
Ah gee I thought I could get a job rounding up Mexicans and Muslims and putting them in boxcars. Promises of a police state crushedmaybe.,0.6,bias,muslims,religion,prejudice against muslims
BOOOOM  Whats that mate?  Oh thats just the daily Muslim terror attack think nothing of it.  KK cherio sport.,0.65,bias,muslims,religion,prejudice against muslims
Standing up to those who would eliminate you and your country is honorable. The only bullies in this conflict are the hateful Jewhating Palestinians and their terrorist civilianstabbing inhabitants whose goal is to eradicate Jews.,0.742424242,bias,palestinians,race,prejudice against palestinians
WE ARE CALLING ON CANADA TO BAN ALL AMERICAN BAPTISTS FROM ENTERING THE COUNTRYTHE AMERICAN BAPTISTS ARE RAPING CANADIAN CHILDREN..ALSO BAN ALL MUSLIMS AS THEY ARE DOING THE SAME CRIMES,0.814285714,bias,"american baptists,muslims","religion,race","prejudice against americans,baptists,muslims"
Real news. Hate it when black clad fascists interfere with free speech  URL ,0.285714286,bias,blacks,race,prejudice against blacks
Im a Muslim a woman and an immigrant and very foolish...,0.573333333,bias,"muslims,women","religion,gender",prejudice towards muslims and women
You John Titior and several others here should stop taking foreign visitor visas looking for children to have sex with. Studies show 85percent of child sex perpetrators using tourist visas to Latin America are white men.,0.7,bias,"whites,men","race,gender",prejudice against white men
Like abortion clinic bombers folks who burn down gay bars bombers of grade schools etc etc.,0.6,neutral,,none,
All these white supremacists would be in for a great surprise if they all took a DNA test and find out that a lot of them have African blood. Even this Fuentes guy. Bet he has Latino roots. What a bunch of idiots with shallow warped minds.,0.5,bias,whites,race,prejudice against whites
if the attack had been perpetrated by a Muslim Trump would have gone to town throwing every ounce of his belligerence and hatred at the perpetrator along with the entire Muslim community.  Hes as much of a miserable piece of garbage today as he was 40 years ago.,0.7,neutral,,none,
In fact most people interpret what the CDF said as meaning that homosexuals are intrinsically disordered. Homosexuals do almost unanimously.,0.5,bias,homosexuals,lgbtq,prejudice against homosexuals
This is hilarious.  All the poor Catholics whining because they cant have the opportunity to support their gay child.  Meanwhile they belong to a religion that teaches that their gay child is going to burn for all eternity in a lake of fire.  Good grief.,0.65,bias,catholics,religion,prejudice against catholics
I might have a claim on n a FC seat but not this confused man.  Turks are really outrageous anyway.  They are so disliked in Europe.,0.5,bias,turks,race,prejudice against turks
Homosexual is now gay And gay people are out of the closet Theyre in the military Run for your life,0.6125,bias,homosexuals,lgbtq,prejudice against lgbtq
girls are so icky,0.639344262,bias,women,gender,prejudice against women
Martin is a homosexual and wants to be able to let everyone know.  Like all the homosexuals feel compelled to do for some reason.,0.542857143,bias,homosexuals,lgbtq,prejudice against homosexuals
LOL. Blacks arent exactly fond of brown people or didnt you watch the LA riots after OJs acquittal?,0.575,bias,blacks,race,prejudice against blacks
yeah all those white people that died in the civil war. All those white people that died in WWII...I see your point ....white people are evil.,0.6875,bias,whites,race,prejudice against whites
I guess you didnt notice the perp here is white. YOU are the one who brought up black people. You are obsessed with race arent you?,0.7,bias,"blacks,whites",race,prejudice against blacks and whites
Save your time and money Erdogan. The whole world knows that the Europeans do not want Turkey to be a part of the EU for the simple fact that Turkey is a Muslim country. Stop the charade.,0.5,bias,muslims,religion,prejudice against muslims
Typical white male colonial arrogance.  This presumes everything the white man brought to this continent was better  given the state of our planet I am not so sure.,0.6,bias,whites,race,prejudice against whites
Going to prison in the black community is a badge of honor.,0.7125,bias,blacks,race,prejudice against blacks
There is no such thing as Muslim Terrorists. Ask the MSM. Justin will vouch for it.,0.5,neutral,,none,
The CBC also hates Christians especially white male Christians. But they love Muslims.,0.630769231,bias,"whites,men,christians","race,gender,religion",prejudice against white male christians
If you niggers and faggots stopped fucking hookers and monkeys I might consider giving a buck.,0.803030303,bias,"blacks,gays","race,lgbtq",prejudice against blacks and gays
This is absolutely ridiculous if someone flys a flag who cares??? But If blacks wear their malcolm x thats ok right???? Some blacks are more racist than whites,0.666666667,bias,blacks,race,prejudice against blacks
Is this an White Nationalist terror attack?  They are just as dangerous as ISIS.  Remember OKC and Berg,0.6,bias,whites,race,prejudice against whites
North Korea is so stupid. They could choose to become an open society producing world class products employing their people and being an economic powerhouse serving as a conduit between communist China and Russia and the Asian Free World.........but instead their leaders all have little man just like Putin and Trump syndrome and choose to  enslave themselves and their own people.   Its just disgusting and barbaric.  A step back on the evolutionary ladder folks.,0.5875,bias,north koreans,political,prejudice against north koreans
Is he pandering to the mob dumb Catholics or African dreamers?,0.742424242,bias,"catholics,africans","religion,race",prejudice against catholics
This would not be a story if she was ugly or black. Especially if she was both.,0.684210526,bias,blacks,race,prejudice towards blacks
Clinton and the leftist have nothing left but the constant false narrative of racism.  Whats new?  If you hate the white majority like they do and want to reduce the white population that is what you do,0.9,bias,whites,race,prejudice against whites
Sick to death of this faux feminist and his incessant clanging virtuesignalling. Real feminists can see through this narcissistic self promotional drivel..and we are NOT buying it.,0.27027027,neutral,,none,
How on earth were white people not targeted? How is someone who wrote such a juvenile and immature post considered to be a warrior? I feel like I am taking crazy pills over here.,0.7,neutral,,none,
Hmmm.   I wonder why it doesnt say  2 black males gun down unarmed white male like the norm when the roles are reversed.   Oh well,0.833333333,bias,blacks,race,prejudice against blacks
Entirely different subjects. You might as well blame Jews for Hiroshima because of Einstein.,0.6,bias,jews,religion,prejudice against jews
The racebaiting riotinciting taxdodging antiSemite black preacher Al Sharpton recently told Charlie Rose that blacks should no longer support the Jefferson Memorial or the Washington Monument and that these iconic American symbols should be moved off of public property.,0.5,bias,blacks,race,prejudice against blacks
Islam is itself a hate belief system.  Is not one of the core tenets preached my Muhammad the annihilation of all infidels.  I am an infidel.  Therefore Muslims are taught I must be eliminated.  Am I not one of the victims of an Islamic hate crime?,0.589285714,bias,muslims,religion,prejudice against muslims
Yeah just imagine if a black man did this. He probably would have been shot dead.,0.539473684,bias,blacks,race,
Oh the irony.   Mostly black millionaire professional athletes protesting on national tv for equality  What a hoot.,0.6,bias,blacks,race,prejudice against blacks
There are also videos of blacks attacking whites.  I wonder why we almost never here about these on the nation news  URL ?qblacksattackwhitesviewdetailmid2811190FB82FF7658DDC2811190FB82FF7658DDCFORMVRDGAR,0.6,bias,"blacks,whites",race,prejudice against blacks and whites
Hahahahaha. Issuing a call to arms to muslims when the citizens of the US are armed to the teeth.,0.5,bias,muslims,religion,prejudice against muslims
Except Bill Clinton and the black guy.................  .............. who individually left office with approvals higher than Bush and Trump combined,0.5,bias,blacks,race,prejudice against blacks
News Flash: Cops target Blacks and Latinos for drug arrests at far higher rates than Whites OMG  who knew?,0.5,bias,"blacks,latinos",race,prejudice against blacks and latino
You are free to like the enslavement of blacks too. Kaepernick knows people like you exist. Thats why hes doing what hes doingto bring awareness that your kind exists. Hes doing a pretty good job isnt he. I bet before he did it he said this ought to bring racist Republicans out of the woodwork.,0.8,bias,"blacks,republicans","race,political",prejudice against blacks and republicans
Here is my personal take on Muslims When they are a small minority they are a member of the religion of peace When their numbers increase they demand to be a protected special interest group When they become the majority it is convert to Muslim or die,0.8,bias,muslims,religion,prejudice against muslims
does the fact that he refused to rent to black people count? Or is that fake news?,0.6,neutral,,none,
Palestinians are dyedinthewool Jew haters. How dare the UN or anyone defend them in their ongoing attacks on innocent Israelis.,0.571428571,bias,palestinians,race,prejudice against palestines
Black lives matter. Why are there so many black on black homicides? Respect one another first then others will regard you with respect.,0.5,bias,blacks,race,prejudice against blacks
Now we need to start exporting liberals to these third world toilets with a no returns policy.,0.6,bias,liberals,political,prejudice against liberals
Dear Saint Miguel what if the women were um lesbians?,0.5,neutral,,none,
Where can we line up to help these people. My butt is getting tired riding my shiny pony and I have already had my bliss filled childhood of white privilege.,0.289473684,neutral,,none,
Persistent nasty women.,0.5,bias,women,gender,prejudice against women
How many women are priests? None. Yet many offices in the Church are restricted only to the ordained. Either open these offices to the laity or ordain women. But dont pretend that women are equal to men as far as the institutional Church is concerned.,0.6,bias,women,gender,prejudice against women
Does every Muslim hater have the same Word of the Day calendar? . Just like every Muslim lover  since you qualify haters there must be the opposite  lovers right has their own word of the day. . But is the same word every day  Islamophobia.,0.8,neutral,,none,
I dont really care. The more the Muslim world chews itself up the better for us.,1,bias,muslims,religion,prejudice against muslimss
Hey dont sweat it.  We kill thousands of Muslims every month over in the middle east.  Were well ahead in the body count.,0.6125,bias,muslims,religion,prejudice against muslims
BLMbullies.  Where are BLM when blacks kill blacks? Where was BLM when the black female police officer was shot and killed by a black man in Florida?,0.6375,bias,blacks,race,prejudice against blacks
Actually as a black man I find the Confederate flag more insulting than the swastika  It was a symbol of white superiority  period.  Look at any rally involving white supremacists they have the confederate flag.,0.5,bias,"whites,blacks",race,prejudice against muslims
Vandalizing evidence that people in earlier times had ideologies inconsistent with their own is the sort of thing that Islamic zealots have been doing. Now leftist zealots have taken up similar behaviour.  The numbers of white nationalists are relatively small.  The numbers of those using the presence of white nationalists as a pretext for their own extremism is a greater concern.,0.5,bias,"whites,muslims,left wing,jews","race,religion,political",prejudice on the basis of religion and race
Your right ...the crazy Mormons in Utah get into a lot of cover up stuff just because of their insane beliefs.,0.528571429,neutral,,none,
What about it? I think its deplorable trump wants my family to watch Mexican porno. We are Christian,0.2875,neutral,,none,
Can there be two motives? Hatred based on religion is one motive. The other obvious motive is homophobia. In this case hatred of his own homosexuality.,0.6,bias,homosexuals,lgbtq,prejudice against homosexuals
The arc of xenophobic terror  whether inspired by the Islamic State or white supremacists  has recently increased in frequency and breadth. Within the past month alone Flint Portland suburban Virginia London Manchester Brussels and Paris have all witnessed acts of violence intended to maim kill and sow division.  I applaud Khan for acknowledging that James Hodgkins the Virginia shooter is a terrorist something others have been hesitant to do.,0.7,bias,"whites,muslims","race,religion",prejudice against whites and muslims
I consider a large portion of the Muslims to be  barbarians. I also consider the Mexican gangs MS13 to be barbarians.,0.8,bias,"muslims,mexicans","religion,race","prejudice against muslims,mexicans"
Agreed.  The All Muslims Are Bad and the ISIS is Islam monolithic myths must be extinguished.,0.815789474,neutral,,none,
Imagine the Media outrage if this passenger had been black,0.6,bias,blacks,race,prejudice against blacks
Odd that a woman causing a scene to have her white kid treated by a white doctor creates such an angry uproar yet our provincial government enacting policies in education that work to ensure black kids are taught by black teachers is viewed as progressive.,0.5,bias,"whites,blacks",race,prejudice against blacks and whites
surprise surprise  the islamaphobe peddlers in the govt cbc gm and univs are always silent when muslims kill innnocent people and xians in the name of their boogie woogie sky wizard.,0.5,bias,muslims,religion,prejudice against muslims
All people are the same.  No reason why Muslims need their own cemetery.  You can always  have your body shipped overseas to a Muslim burial ground.,0.288888889,neutral,,none,
John basically your claim is that the Catholic Church is homophobic that orthodox Jews are homophobic and that Muslims are homophobic.  That seems to support a couple of conclusions:  youre intolerant youre a heterophobe.  If the shoe fits wear it.,0.560606061,bias,"muslims,catholics",religion,prejudice against muslims and catholics
Im an atheist and i dont vote for touchers grabbers rubbers molesters rapers etc ... I donate my time money sweat towards primarily Denver area poor and disadvantaged clean local parks and Colorado wilderness.  And Im going to hell huh ...   I LAUGH AT TODAYS christians they are totally PATHETIC,0.272727273,neutral,,none,
Yes and especially Hillary without her make up. Yikes  It is enough to make her convert to the Muslim faith and wear a burka to bed.,0.5,bias,muslims,religion,prejudice against muslims
Not once not at any time has any Muslim acknowledged that harm has been done by Muslims for Islam for the Koran for Allah or for Mohammad for their faith. . They will make all sorts of accusations  about all sort of hatred they must endure from  western leaders  and nations  but not once has a Muslim admitted  Islam is the inspiration or root of  the terrorism  that is the  scourge of the world.  That is what everybody in the west  in Europe  in America are waiting to hear.,0.6,bias,muslims,religion,prejudice against muslims
Whites had no problem enslaving blacks.,0.7625,bias,"whites,blacks",race,prejudice against whites and towards blacks
By her logic of racial guilt and indelible  shame all black people are as guilty as the black guy who  steal my car,0.775,neutral,,none,
The headline should read Idiot black racist not fired from ESPN for spewing her liberal tripe. Typical of the ESPNDisney family. Fire the white guys but black females get a pass. Its just exactly what we expect from them.,0.785714286,bias,blacks,race,prejudice against blacks
went to school with that stupid faggot.. looks like he grew up to be exactly what he was in school a stupid faggot,0.806470941,bias,lgbtq,lgbtq,prejudice against lgbtq
my goodness when that crazy white boy went in and shot the blacks in Charleston there was a 100 comments by now.,0.675,bias,whites,race,prejudice against whites
I know youll stop at nothing to defend white supremacy but the police department said it was related to the white nationalist demonstration.   I look forward to your next defense of nazis. i know I wont be disappointed.,0.5,bias,whites,race,prejudice against whites
Because he is black,0.9,neutral,,none,
Islam is an evil force. Wherever it takes root there is inevitable conflict. It is not compatible with Western values no matter how much the nave multicultists want it to be. The left in this country who embrace all forms of evil to accommodate  their pious diversity narrative will be the death of this county.,0.8,bias,muslims,religion,prejudice against islam
Everytime I see a Mosque I want it torn DOWN. Walking pass Mosques reminds me of 911 and millions upon millions of lives lost because of MuslimIslamist  Im convinced its justified,0.6,bias,muslim,religion,prejudice against muslims
I knew those Arabs are crazy   URL    URL   LMAO...my ex girfriends ex husband is Iranian.  That guy is an absolute hoot  Love hanging with him,0.6,bias,arabs,race,prejudice against arabs
Damn right man The Feminist crap has reached its peak and the real men are moving on to enriching their own lives instead of being henpecked and held back for someone that just wants their money anyway. Plenty of beta guys out there that will take that crap and end up hating life instead of taking the time to find out what they really want and enjoying life.,0.5125,bias,feminists,political,prejudice against feminists
Nerds have been cool longer than homosexuals have been gay.,0.575,bias,homosexuals,lgbtq,prejudice against lgbtq
oh yea? guess what black we need more somalis to come here and shake things up. i am all for it.,0.6,bias,"blacks,somalis",race,prejudice towards blacks and somalis
If I could I would weed out the crazies but you see they dont do us the favor of wearing special clothes that identify them as such unlike islamists.,0.7,bias,muslims,religion,prejudice against muslims
Try being a homosexual over in Saudi Arabia...I am sure they feel real loved over there.,0.527027027,bias,homosexuals,lgbtq,prejudice against homosexuals
Thats a pretty flimsy argument. Employers have multiple reasons for hiring or not hiring other than maximizing profit. Do you think there is no discrimination in hiring practices? Black men also have a pay gap and I think it is pretty accepted that hiring discrimination exists there.,0.5,bias,blacks,race,prejudice against blacks
How different could it be compared to worrying about your childs safety playing in the neighborhood knowing that large numbers of Haitians or Somalis have recently moved in?,0.5,bias,"haitians,somalis",race,prejudice against races
BS  the whole transgender kerfluffle is a minor barely signifying blot on the national consciousness  twitter is a perfectly appropriate venue for announcing the ban,0.5,bias,transgenders,lgbtq,prejudice against transgenders
So much better to destroy females than the church.,0.618421053,bias,women,gender,prejudice against women
The lying smiling christian crusader didnt mention Comeys testimony....and neither Pence or Handel  mentioned Our Great Leader during their fundraising.......the rats are running.  Obstruction Collusion  StupidityMAGA,0.253521127,neutral,,none,
Got to love Trump.  No more red carpet from the Kenyan illegal idiot  The illegal Oidiot has no roots in this country from his black half.  We need to deport him too,0.606060606,bias,blacks,race,prejudice against blacks
And today more black Americans will murder their fellow citizens than were killed in Montreal.  So what s your point violence and murder are not entirely owned by by Muslims.  So we dont need you faulty analysis.,0.6,bias,"blacks,muslims","race,religion",prejudice against blacks and muslims
These evangelicals also support trump the thricemarried twice divorced pygrabbing misogynist.  And they have the gall to talk about moral obligations.,0.5,bias,evangelicals,religion,prejudice against evangelicals
Mass murder terrorism perversion LGBT gay washrooms socialism communism all from this Synagogue of Satan.  Enough of this hell on earth.,0.640625,bias,"lgbtq,jews","lgbtq,religion",prejudice against LBGT and jews
In the middle east they kill homosexuals....,0.671052632,bias,homosexuals,lgbtq,prejudice against homosexuals
Many times Trump asked Black Americans if they were any better off after 8 years of Obama . It was obvious that many agreed with Trump they are not. The American shame was the wanton violence black voters had to face from Democrats if they come out publicly and said so.  They dares not post a Trump sign on their property lest their cars and homes be damaged. by people against Trump.   Black people voted for Trump. but all of them are written off as  imbecilic  white trash.,0.7,bias,blacks,race,prejudice against whites and blacks
Usually sex crimes against children are perpetrated by white people. That is my personal experience.  Are you a sexual predator?,0.625,bias,whites,race,prejudice against whites
He should be incarcerated with the Muslim population at Guantanamo Bay.,0.6,bias,muslims,religion,prejudice against muslims
Ignorant white guymoron firstmake him read later.Asshole ,0.742424242,bias,whites,race,prejudice against whites
Ive said it many times before and Ill say it again. America learned to walk on violence. Like a toddler. Slavery and the wanton killing of Black slaves for standing up to their white owners begat murder and mayhem. Killing Native Americans at will and for their lands came next. There is no other explanation. A nation brought up on a murderous legacy is what we are dealing with now. Until America turns to face itself on all these counts nothing will change.,0.5,bias,"america,blacks,whites",race,prejudice against and towards races
Allie has a point for some there is hatred of military presence in Hawaii and some might be targeting them because of their race.  The murdered serviceman was African American.,0.5,bias,blacks,race,prejudice against blacks
Toronto City council needs to clear out these Neanderthals. Same old same old. Cant work with women.,0.6,bias,women,gender,prejudice against women
You crack me up with your clever deflections that anyone can see through. Very few black women are impregnated by whites. What are you an effing ignoramus?  And furthermore are you saying that overall white people dont murder? Think that one over. Dont lay anymore turds on this site please Im beginning to think youre not too bright my friend,0.5,neutral,,none,
Yeah pretty stupid blackwhite picture of the world its characteristic for autistic children. We are good and very smart... because we are western people. Russians are evil and blind.... because they are Russians. Your imagination is the only fakes of the Western media  you live in a dream world. Wake up.,0.6,neutral,,none,
All one has to do to understand BLM is look to Africa where blacks run the continent. What a laugh blacks do not understand equality they do understand violence and something for nothing .,0.628571429,bias,blacks,race,prejudice against blacks
Look for more black me to be shot in their beds and for more cops to be shot.,0.746666667,bias,blacks,race,prejudice towards blacks
I am gay too  so I can say you are quite  fascist in  your determination to  eradicate the rights of others ie the right of the School Board to say no. If an Islamic madras had refuse the gender bending play  or if Muslim parents had objected you would  say nothing . Even today in Toronto they teach  children in mosques that gays  must die yet you say nothing.,0.628571429,bias,"muslims,gays","religion,lgbtq",prejudice against muslims and gays
WTF?  Hes Jewish and should be well aware that lineage is traced through the female line.  Second what kind of message does this send to his daughters?  Sorry girls you arent good enough for me.  I need a son.,0.275,bias,women,gender,prejudice against women
Um I think theyre referring to the ideology and the cultural assumptions of white supremacy.,0.7,bias,whites,race,prejudice against whites
shows who the liberals would rather support a murdering muslim terrorist or a   christian family who lost thier father this story is so fucking disgusting someone needs to knock off trudeau quickly.,0.528571429,bias,muslims,religion,prejudice against muslims
So you hate blacks?,0.513157895,neutral,,none,
Kids are intelligent humans and as such need all the information we can provide for their physical and mental health. Dunleavys Taliban needs to just go away,0.5,neutral,,none,
if you believe trannies are mentally healthy then you have lost touch with reality...its classic body dysmorphia involving mutilation selfharm acting out...obviously this CG idiot needs to be fired and forced out of normal society,0.629032258,bias,transgenders,lgbtq,prejudice against transgenders
Mo free stuff for black peoples,0.523076923,bias,blacks,race,prejudice towards blacks
You do realize if the Muslims were a majority  ALL women would HAVE to wear face coverings or be stoned When the Muslims are in the Minority they scream about their rights When the Muslims are in the Majority there are NO rights,0.528571429,bias,muslims,religion,prejudice against muslims
muslimfree pass for wrong doing,1,bias,muslims,religion,prejudice against muslims
Sex is a product of lust not love.  It is my understanding that for many homosexuals lust is equated with love and that they rationalize that penetrating a samesex partner is an expression of love.  The 2am crowd at the local gay bar is filled with guys who are quickly falling in love.,0.5,bias,homosexuals,lgbtq,prejudice against homosexuals
6 Muslim men were just shot in their mosque while they were praying by a right wing lunatic and you want to play silly bugggers know nothing its all the lefts fault?  Take your silly bugggers game elsewhere Thinker.,0.285714286,neutral,,none,
Meanwhile in Canada  the muslims are going on and on about how they are oppressed to be here.,0.5,bias,muslims,religion,prejudice against muslims
Who is doing the slaughtering? Who is causing them to flee for their lives? Muslims kill other muslims all the time. Your ignorance can only be willful at this point.,0.5875,bias,muslims,religion,prejudice against muslims
So were supposed to tolerate radical muslims trying to kill us?,0.714285714,bias,muslims,religion,prejudice against muslims
Hey Lil Dicky how stupid are you its because black people are sent to jail 10 times more than white people its called white privilege you racist piece of shit,0.603448276,bias,"blacks,whites",race,prejudice against blacks and towards whites
The Muslim are joining SJWs to hide behind their global agenda and racism and are really just racist fascist haters of infidels. hating white people isnt racism its discrimination... You cant be a white hater and racist. WOW Next she will culling Christians... This is one very dangerous person,0.657142857,bias,muslims,religion,prejudice against muslims
The DSM once considered homosexuality a mental disorder.   That changed with further understanding.,0.272727273,neutral,,none,
This idiot conveniently lumps a whole cast of characters into the Religious Right It is nothing other than a hit piece on Christians and I dont care if he was a Bush adviser.,0.279411765,neutral,,none,
"I said before that CI Catholic Institution survives mainly on the support from women CI clergies commit two strikes against women: 1.	CI clergies raped her children 2.	They are incurable misogyny openly for over twenty centuries",0.5,bias,"catholics,women","religion,race",prejudice against catholics and whites
We must build a wall to keep these transgendered sheeplovers from invading the Homeland and forcing their boiled food on us,0.608108108,bias,transgenders,lgbtq,prejudice towards transgenders
The name was only ever an ironic icing to a shitcake of gentrification. Changing the name doesnt change the fact that the restaurant aims to glorify one of the biggest and most destructive colonial forces in history in one of Portlands historically black neighborhoods.,0.271604938,neutral,,none,
You are still writing about Jesse Jackson and Al Sharpton?  I thought you were going to come up with new black folks to whine about.  No black friends?,0.6,bias,blacks,race,prejudice against blacks
Sure...right after the IRS investigates all those leftwing Negro ministers and leftwing Jew rabbis.,0.614285714,neutral,,none,
Why cant we say itwhite male terrorist,0.9,bias,whites,race,prejudice against whites
Americanism as in Nationalism as in White Aryan Supremacy as in German Heritage as in Fascism as in Nazism as in Slavery as in Holocaust as in Death and Destruction as in 4 Horses of the Apocalypse.,0.5,bias,whites,race,prejudice against whites
I dare you to call Islam a criminal organization that preys on the weak.,0.8,bias,muslims,religion,prejudice against muslims
Jonnie Austen is a stage name that I used when I was an actor in L.A. so you are also gay?,0.5,bias,gays,lgbtq,prejudice against gays
Considering the doctrine is itself the issue that is the case.   One cannot both be pastoral and uphold the doctrine because the doctrine is sexist and homophobic and exclusionary of real people.,0.5,neutral,,none,
You all are pedo loving pussys i know this comment will get rejected like my last but thats okay you still see it when you say it isnt civil. SHOOT ALL THE PEDOS AND NIGGERS,0.90992259,bias,blacks,race,prejudice against blacks
Is Santiago another white Hispanic?  Is he related to Zimmerman?,0.5,neutral,,none,
Yet had this punk regardless of his color shot an innocent person people would be up in arms at the police for not stopping crime. Oh wait thats only if the perp was white and killed a black person. Its okay of black people kill other black people. Just look at Chicago.,0.6625,bias,blacks,race,prejudice against blacks
My point still stands:   you would have made a better case if you gave a few cases of people whose lives were actually destroyed by using marijuana.  You dont think peoples lives have been destroyed through the judicial system?  We have too many people in jail and most is due to the war on drugs.  Shortsighted and stupid.   We need to stop funding the worlds largest prison industrial complex.  And yes people have gone to jail for just smoking a joint.  They tend to be black.,0.6,bias,blacks,race,prejudice against blacks
Islam needs to be declared a terrorist organization then they will not fall under the 1st amendment.  Of course there are some good Muslims but the risk factors are too great to allow this so called religion to go unchecked.  Japan bars Muslims and the Koran.,0.7,bias,muslims,religion,prejudice against muslims
Another case of black at the wrong time.,0.5,bias,blacks,race,prejudice against blacks
A radicalized person giving the opinion on radicalized Muslims. Oh the irony.,0.8,neutral,,none,
I would have problems with a driver from the Islamic State ISIS winning the race. Thats just me but now Im fired for saying that. I guess youre OK with that. Next well get fired for what we think.,0.5,neutral,,none,
... just another religious blow hard taking a swipe at gays.  They cant resist ...,0.671641791,bias,lgbtq,lgbtq,prejudice against lgbtq
Dont forget the Chinese and the Japanese who were mistreated by White Americans and how they continue to suffe...oh wait....,0.7,bias,whites,race,prejudice against whites
Those nefarious Russians  How do they even know about Womens College Hospital?,0.6,bias,russians,race,prejudice against russians
Obama was too busy promoting transgender issues and hating on white Christians to actually help Americans.,0.6125,bias,"transgenders,whites,christians","lgbtq,race,religion",prejudice towards whites christians and transgenders
Christians were responsible for that ? Dont bother answering...You are probably one of those people who will also say they are sick of the EvangelicalIsrael paradigm on another thread. Cant have it both ways LenG.,0.28125,neutral,,none,
Id say it has more to do with a bunch of white extremists driving from out of state to Charlottesville to intimidate the community over a municipal decision thats none of their freaking business.,0.2875,neutral,,none,
He was running for President of Indonesia.  A lot of white Christians wanted Obamas head too. For being a Muslim African with a fake American citizenship.,0.527027027,bias,"whites,christians,muslims,africans,americans","race,religion",prejudice against race and religions
I consider television to be a medium for morons so couldnt care less what a program is called.  However I cant see how this writer summons up the unmitigated gall to think she has the right to apologize for white people.  She does not speak for me and although I despise D.J. Trump I can see how he is a result of a backlash against the constant attacks by the SJWs on hetrosexual white males.,0.5,neutral,,none,
following up on her thoughts shouldnt black athletes in the NFL and NBA.....get out of the way? Athletes business people AND academia should be chosen and or rejected by their merits and qualifications.....not the color of their skin.  Shes an ignorant academic racist.,0.6,bias,blacks,race,prejudice against blacks
arming to protect themselves from mainly black men?,0.833333333,bias,blacks,race,prejudice against blacks
Gerson is either an apologist for islam or a headinthesand denier of the threat islam poses to everyone. islam is not a religion it is a malevolent extremely oppressive Theology with the goal of converting enslaving or destroying everyone. Period. So to respect islam to the degree of putting it in the category of a religion is simply lunatic.,1,bias,muslims,religion,prejudice against muslims
All those KKK cross burning white guys were Democrats. They hated Republicans and killed Lincoln for it.,0.52,bias,democrats,political,prejudice against democrats
Replace age 66 with black what do you get?  A racist who should be driven out of town.,0.5,bias,blacks,race,prejudice against blacks
If  surveys are correct that at least 20 of priests are gay then it would follow that rape of boys would only be 20 of the total number of rapes by priests.     But the rape of boys by priests isnt 20.    Its 80.   Since the 1950s 80 of the cases of child rape by priests were same sex attacks.  This can only mean that gay priests are far more likely to sexual predators of young people.   Heterosexually oriented priests as a group tend to be far less a risk to children.,0.5,bias,gays,lgbtq,prejudice against gays
They all ought to go back to Afreaka for a taste of humble pie.  Blacks are utter failures.  See Africa.  54 failed countries all on blacks  Thinking is their real problem.  Lowest IQ of all humans.  Failed as a race.,0.876811594,bias,blacks,race,prejudice against blacks
I think we know the answer to that question. Lets reflect on why he doesnt seem to respond with the same concern sadness and anger when fellow Canadians are shot at andor slaughtered by Muslims?,0.6,bias,muslims,religion,prejudice against muslims
yeah definitely racist  and white supremacist and islamaphobe and sexist and  gay bashing...,0.784615385,neutral,,none,
Cant recall seeing any homeless blacks.  Wonder why that is?  Black privilege?,0.5,bias,blacks,race,prejudice against blacks
Islam frightens me when I think of my daughters future in an islamized Canada.  This is not an irrational fear not a phobia when you look at whats happening in the world today.,0.6,bias,muslims,religion,prejudice against muslims
